date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:22:39	20371/20371	---M-Z	200	added ('OK')	text/css	date:Wed,%2001%20Aug%202018%2018:09:34%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/plugins/wp-cookie-user-info-pro/assets/css/genericons.css?ver=5.3.4	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/plugins/wp-cookie-user-info-pro/assets/css/genericons03ec.css	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:41	47558/47558	---M-Z	200	added ('OK')	text/css	date:Wed,%2022%20May%202019%2005:31:59%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-includes/css/dashicons.min.css?ver=5.3.4	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-includes/css/dashicons.min03ec.css	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:42	30982/30982	---M-Z	200	added ('OK')	text/css	date:Wed,%2001%20Aug%202018%2018:09:34%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/plugins/wp-cookie-user-info-pro/assets/css/font-awesome/font-awesome.min.css?ver=5.3.4	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/plugins/wp-cookie-user-info-pro/assets/css/font-awesome/font-awesome.min03ec.css	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:43	8344/8344	---M-Z	200	added ('OK')	text/css	date:Wed,%2001%20Aug%202018%2018:09:34%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/plugins/wp-cookie-user-info-pro/assets/css/linearicons.css?ver=5.3.4	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/plugins/wp-cookie-user-info-pro/assets/css/linearicons03ec.css	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:44	0/0	---M--	200	added ('OK')	text/css	date:Wed,%2001%20Aug%202018%2018:09:34%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/plugins/wp-cookie-user-info-pro/assets/css/wpcui_rtl_styles.css?ver=5.3.4	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/plugins/wp-cookie-user-info-pro/assets/css/wpcui_rtl_styles03ec.css	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:44	53583/53583	---M-Z	200	added ('OK')	text/css	date:Wed,%2001%20Aug%202018%2018:09:34%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/plugins/wp-cookie-user-info-pro/assets/css/jquery.mCustomScrollbar.css?ver=1.0.9	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/plugins/wp-cookie-user-info-pro/assets/css/jquery.mCustomScrollbarcb18.css	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:44	42839/42839	---M-Z	200	added ('OK')	text/css	date:Tue,%2013%20Aug%202019%2016:17:40%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/assets/library/mCustomScrollbar/jquery.mCustomScrollbar.min.css?ver=1.1.7	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/assets/library/mCustomScrollbar/jquery.mCustomScrollbar.min5a2c.css	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:44	26396/26396	---M-Z	200	added ('OK')	text/css	date:Tue,%2013%20Aug%202019%2016:17:40%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/assets/library/elegant_font/HTML-CSS/style.css?ver=1.1.7	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/assets/library/elegant_font/HTML-CSS/style5a2c.css	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:45	8517/8517	---M-Z	200	added ('OK')	text/css	date:Tue,%2013%20Aug%202019%2016:17:40%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/assets/library/lightslider/lightslider.css?ver=1.1.7	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/assets/library/lightslider/lightslider5a2c.css	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:45	31004/31004	---M-Z	200	added ('OK')	text/css	date:Tue,%2013%20Aug%202019%2016:17:40%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/assets/library/font-awesome/css/font-awesome.min.css?ver=1.1.7	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/assets/library/font-awesome/css/font-awesome.min5a2c.css	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:45	75963/75963	---M-Z	200	added ('OK')	text/css	date:Tue,%2013%20Aug%202019%2016:17:40%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/assets/css/animate.css?ver=1.1.7	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/assets/css/animate5a2c.css	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:46	20057/20057	---M-Z	200	added ('OK')	text/css	date:Tue,%2013%20Aug%202019%2016:17:40%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/assets/library/prettyPhoto/css/prettyPhoto.css?ver=1.1.7	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/assets/library/prettyPhoto/css/prettyPhoto5a2c.css	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:47	1895/1895	---M-Z	200	added ('OK')	text/css	date:Tue,%2013%20Aug%202019%2016:17:42%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/assets/library/slick/slick.css?ver=1.1.7	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/assets/library/slick/slick5a2c.css	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:47	3349/3349	---M-Z	200	added ('OK')	text/css	date:Tue,%2013%20Aug%202019%2016:17:42%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/assets/library/slick/slick-theme.css?ver=1.1.7	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/assets/library/slick/slick-theme5a2c.css	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:48	535312/535312	---M-Z	200	added ('OK')	text/css	date:Tue,%2025%20Feb%202020%2022:07:28%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/style.css?ver=1.1.7	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/style5a2c.css	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:48	133600/133600	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Jun%202018%2010:22:18%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/uploads/sites/2/2018/04/averie-woodard-111823-unsplash.jpg	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/uploads/sites/2/2018/04/averie-woodard-111823-unsplash.jpg	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:49	243016/243016	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Aug%202019%2018:33:16%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/assets/css/responsive.css?ver=1.1.7	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/themes/vmagazine/assets/css/responsive5a2c.css	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:50	6344/6344	---M-Z	200	added ('OK')	text/css	date:Fri,%2015%20Nov%202019%2007:33:26%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/plugins/newsletter/style.css?ver=6.3.9	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/plugins/newsletter/style8993.css	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:51	10056/10056	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2020%20May%202016%2006:11:28%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:51	96873/96873	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2022%20May%202019%2005:31:59%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-includes/js/jquery/jquery4a5f.js	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:51	1109/1109	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2013%20Aug%202019%2019:05:54%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/plugins/vmagazine-companion/assets/js/shortcodes-front.js?ver=5.3.4	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/plugins/vmagazine-companion/assets/js/shortcodes-front03ec.js	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:51	6183/6183	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2001%20Aug%202018%2018:09:34%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/plugins/wp-cookie-user-info-pro/assets/js/wpcui-frontend-script.js?ver=1.0.9	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/plugins/wp-cookie-user-info-pro/assets/js/wpcui-frontend-scriptcb18.js	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:52	17698/17698	---MC-	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/webfont/1.4.7/webfont.js?ver=5.3.4	C:/Users/Banu/Downloads/vnews/ajax.googleapis.com/ajax/libs/webfont/1.4.7/webfont03ec.js	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:52	92949/92949	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2001%20Aug%202018%2018:09:36%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/plugins/wp-cookie-user-info-pro/assets/js/jquery.mCustomScrollbar.js?ver=1.0.9	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/plugins/wp-cookie-user-info-pro/assets/js/jquery.mCustomScrollbarcb18.js	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:52	984/984	---M-Z	200	added ('OK')	text/xml	date:Tue,%2028%20Jul%202020%2007:20:20%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/xmlrpc.php?rsd	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/xmlrpc0db0.php	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:53	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Tue,%2028%20Jul%202020%2007:20:21%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-includes/wlwmanifest.xml	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-includes/wlwmanifest.xml	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:54	2295/2295	---M-Z	200	added ('OK')	application/json	date:Tue,%2028%20Jul%202020%2007:20:21%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.accesspressthemes.com%2Fvmagazine%2Fdemo-one%2F	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-json/oembed/1.0/embed67cb.json	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:54	543275/543275	---M-Z	200	added ('OK')	application/json	date:Tue,%2028%20Jul%202020%2007:20:21%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-json/	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-json/index.html	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:54	2386/2386	---M-Z	200	added ('OK')	text/xml	date:Tue,%2028%20Jul%202020%2007:20:22%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.accesspressthemes.com%2Fvmagazine%2Fdemo-one%2F&format=xml	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-json/oembed/1.0/embed806b	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:56	5072/5072	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Jun%202018%2010:26:09%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/uploads/sites/2/2018/04/2018-04-11-3.png	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/uploads/sites/2/2018/04/2018-04-11-3.png	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:57	477914/477914	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Jun%202018%2010:30:51%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/uploads/sites/2/2018/04/bg2.jpg	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/uploads/sites/2/2018/04/bg2.jpg	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:57	36145/36145	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Apr%202018%2009:14:19%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/uploads/sites/2/2018/02/12-1-510x369.jpg	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/uploads/sites/2/2018/02/12-1-510x369.jpg	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:58	141435/141435	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202020%2007:20:25%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/category/lifestyle/news/	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/category/lifestyle/news/index.html	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:58	24542/24542	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Jun%202018%2011:01:17%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/uploads/sites/2/2018/02/25-510x369.jpg	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/uploads/sites/2/2018/02/25-510x369.jpg	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:59	150204/150204	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202020%2007:20:26%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/blogs/	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/blogs/index.html	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:59	151899/151899	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202020%2007:20:26%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/category/lifestyle/	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/category/lifestyle/index.html	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:59	25366/25366	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Apr%202018%2009:14:39%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/uploads/sites/2/2018/02/13-1-510x369.jpg	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/uploads/sites/2/2018/02/13-1-510x369.jpg	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:22:59	142044/142044	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202020%2007:20:26%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/category/lifestyle/photography/	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/category/lifestyle/photography/index.html	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:23:00	155802/155802	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202020%2007:20:27%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/nam-libero-tempore-cum-soluta-nobis-est-eligendi-optio/	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/nam-libero-tempore-cum-soluta-nobis-est-eligendi-optio/index.html	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:23:00	156855/156855	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202020%2007:20:27%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/nam-libero-tempore-cum-soluta-nobis-est-eligendi-optio-cumque-nihil-impedit-quo-minus-id-quod-maxime-placeat-facere-2/	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/nam-libero-tempore-cum-soluta-nobis-est-eligendi-optio-cumque-nihil-impedit-quo-minus-id-quod-maxime-placeat-facere-2/index.html	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:23:01	157074/157074	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202020%2007:20:28%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/at-vero-eos-et-accusamus-et-iusto-odio-dignissimos-ducimus-qui-blanditiis-praesentium/	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/at-vero-eos-et-accusamus-et-iusto-odio-dignissimos-ducimus-qui-blanditiis-praesentium/index.html	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:23:01	17415/17415	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Jun%202018%2010:53:42%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/uploads/sites/2/2018/02/a7-510x369.jpg	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/uploads/sites/2/2018/02/a7-510x369.jpg	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:23:02	39112/39112	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Jun%202018%2011:08:48%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/uploads/sites/2/2018/02/15-510x369.jpg	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/uploads/sites/2/2018/02/15-510x369.jpg	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:23:03	157304/157304	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202020%2007:20:30%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/nam-libero-tempore-cum-soluta-nobis-est-eligendi-optio-cumque-nihil-impedit-quo-minus-id-quod-maxime-placeat-facere/	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/nam-libero-tempore-cum-soluta-nobis-est-eligendi-optio-cumque-nihil-impedit-quo-minus-id-quod-maxime-placeat-facere/index.html	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:23:03	24192/24192	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Jun%202018%2011:06:22%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/wp-content/uploads/sites/2/2018/02/21-510x369.jpg	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/wp-content/uploads/sites/2/2018/02/21-510x369.jpg	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
11:23:03	155811/155811	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Jul%202020%2007:20:30%20GMT	https://demo.accesspressthemes.com/vmagazine/demo-one/sed-ut-perspiciatis-unde-omnis-iste-natus-error-sit/	C:/Users/Banu/Downloads/vnews/demo.accesspressthemes.com/vmagazine/demo-one/sed-ut-perspiciatis-unde-omnis-iste-natus-error-sit/index.html	(from https://demo.accesspressthemes.com/vmagazine/demo-one/)
